doi,id,linkout
10.1177/0743558402171003,pub.1033879528,
10.1177/0739986302238212,pub.1037463175,http://europepmc.org/articles/pmc3048356?pdf=render
10.1111/1467-8624.00579,pub.1005287230,
10.1111/j.1745-9125.2002.tb00979.x,pub.1026933245,
10.1046/j.1526-4610.2001.111006419.x,pub.1029862931,
10.1053/jpdn.2001.27879,pub.1026604215,
10.1016/j.pedn.2005.01.003,pub.1033909146,
10.1001/archpedi.157.4.375,pub.1004409715,https://jamanetwork.com/journals/jamapediatrics/articlepdf/481301/poa20260_375_380.pdf
10.1001/archpedi.157.9.875,pub.1013250224,https://jamanetwork.com/journals/jamapediatrics/articlepdf/481423/poa20480_875_881.pdf
10.1080/00224490209552202,pub.1045121348,
10.1002/nur.20078,pub.1039834061,http://libres.uncg.edu/ir/uncg/f/R_Bartlett_Clusters_2005.pdf
10.1086/386272,pub.1058677358,http://aris.ss.uci.edu/%7Elin/4.pdf
10.1086/341906,pub.1058639184,http://www.soc.duke.edu/~jmoody77/205a/ecp/bearman_bruckner_ajs.pdf
10.1177/0022427802239252,pub.1028344379,http://www.sagepub.com/isw6/articles/ch13bellair.pdf
10.1016/j.jadohealth.2005.01.006,pub.1010689980,http://europepmc.org/articles/pmc3157914?pdf=render
10.1542/peds.106.5.1017,pub.1067820762,
10.1542/peds.113.3.530,pub.1067822538,
10.1542/peds.107.3.485,pub.1067820929,
10.1016/j.socec.2003.08.005,pub.1046979211,
10.1016/j.adolescence.2004.03.004,pub.1034268937,
10.1111/j.1532-7795.2004.00076.x,pub.1026758757,
10.1002/sim.1883,pub.1033506968,
10.1111/1532-7795.1302004,pub.1033065145,
10.1111/1532-7795.1301003,pub.1045079241,
10.1006/jado.2000.0359,pub.1021627780,
10.1111/j.1467-8624.2004.00823.x,pub.1022101234,
10.1016/j.ssresearch.2004.10.001,pub.1020148061,
10.1177/004411802237865,pub.1043460293,
10.1111/j.1741-3737.2003.00850.x,pub.1008937918,
10.1111/1468-0009.00020,pub.1040126482,http://europepmc.org/articles/pmc2690117?pdf=render
10.1111/j.0737-1209.2005.220603.x,pub.1035729790,
10.1037/h0087744,pub.1002137856,
10.1521/suli.35.2.206.62873,pub.1011701330,
10.1086/320298,pub.1058623062,
10.1097/00004583-200202000-00015,pub.1008931549,
10.1001/jama.291.18.2229,pub.1026131503,https://jamanetwork.com/journals/jama/articlepdf/198722/JOC32386.pdf
10.1086/338954,pub.1058638027,http://www.soc.duke.edu/~jmoody77/ajs_reprint.pdf
10.1353/sof.2002.0056,pub.1065049562,
10.1207/s15327809jls1302_6,pub.1033264847,
10.1111/j.1741-3737.2003.00876.x,pub.1025609809,
10.1111/j.1746-1561.1999.tb04173.x,pub.1034810912,
10.1111/j.1741-3737.2004.00001.x,pub.1051282015,
10.1177/1077558702059002002,pub.1053978545,
10.1001/jama.278.10.864,pub.1054161364,
10.1001/archpedi.157.1.96,pub.1005281361,https://jamanetwork.com/journals/jamapediatrics/articlepdf/481222/poa20020_96_103.pdf
10.1111/j.1741-3737.2002.00871.x,pub.1011512058,
10.1111/1467-9280.00150,pub.1029398455,
10.1097/00004583-200202000-00014,pub.1036143037,
10.1177/0002764202250667,pub.1063544768,
10.1006/jado.2000.0365,pub.1001811158,
10.1080/07418820400095731,pub.1049467483,
10.1097/00007435-200406000-00010,pub.1000179236,
10.1006/pmed.2001.0869,pub.1002367942,
10.1542/peds.108.2.e30,pub.1018130769,http://pediatrics.aappublications.org/content/108/2/e30.full.pdf
10.1001/archpedi.157.8.746,pub.1033608353,https://jamanetwork.com/journals/jamapediatrics/articlepdf/481398/poa20463_746_752.pdf
10.1136/ip.8.3.227,pub.1037714415,https://injuryprevention.bmj.com/content/8/3/227.full.pdf
10.1016/j.addbeh.2004.02.043,pub.1038842835,
10.1542/peds.2004-0678,pub.1067823759,
10.1363/3625804,pub.1043755961,http://www.guttmacher.org/pubs/psrh/full/3625804.pdf
10.1001/archpedi.159.7.657,pub.1005024079,https://jamanetwork.com/journals/jamapediatrics/articlepdf/486060/POA40306.pdf
10.1001/archpedi.157.6.572,pub.1010373318,https://jamanetwork.com/journals/jamapediatrics/articlepdf/481359/poa20497_572_578.pdf
10.1097/00007435-200201000-00003,pub.1008750621,
10.1080/00224490309552182,pub.1035215168,
10.1111/j.0022-2445.2005.00009.x,pub.1000431507,
10.1111/j.0038-4941.2004.00238.x,pub.1010548637,
10.1111/j.1467-8624.2004.00820.x,pub.1044853852,
10.1037/0022-0663.94.4.795,pub.1017097836,
10.1177/1043986204269383,pub.1063923383,
10.1111/j.1746-1561.2002.tb06538.x,pub.1010750470,
10.1363/3626504,pub.1009047348,http://europepmc.org/articles/pmc1473989?pdf=render
10.1111/j.0011-1348.2005.00006.x,pub.1012098553,
10.1016/j.drugalcdep.2004.11.003,pub.1038151837,
10.1002/nur.20093,pub.1027029623,
10.1037/0012-1649.41.1.135,pub.1047330040,
10.1037/0278-6133.24.2.161,pub.1037647372,
10.1046/j.1360-0443.2002.00082.x,pub.1020222057,http://europepmc.org/articles/pmc2900798?pdf=render
10.1037/0012-1649.35.4.926,pub.1025751200,
10.1177/002214650404500205,pub.1003952505,
10.1016/j.jadohealth.2004.02.030,pub.1008006595,
10.1016/j.jadohealth.2003.12.013,pub.1009034103,
10.1353/sof.2002.0007,pub.1065049513,
10.1363/3623904,pub.1016043731,https://cdr.lib.unc.edu/downloads/vq27zx78s
10.1136/ip.7.4.312,pub.1005868212,https://injuryprevention.bmj.com/content/injuryprev/7/4/312.full.pdf
10.1353/sof.2002.0008,pub.1065049514,
10.1111/j.0022-2445.2004.00048.x,pub.1035129367,
10.1542/peds.106.4.748,pub.1067820719,
10.1542/peds.106.1.52,pub.1067820610,
10.1542/peds.110.3.497,pub.1067821699,
10.1038/oby.2003.20,pub.1026590746,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1038/oby.2003.20
10.1038/oby.2005.100,pub.1017650811,
10.1542/peds.105.6.e83,pub.1026934294,http://pediatrics.aappublications.org/content/pediatrics/105/6/e83.full.pdf
10.1016/j.jadohealth.2004.01.015,pub.1033725403,
10.1080/07399330490278330,pub.1053037067,
10.1080/01612840490268199,pub.1023110810,
10.1037/0278-6133.24.1.88,pub.1028198900,http://europepmc.org/articles/pmc2928564?pdf=render
10.1363/3623304,pub.1052630659,https://cdr.lib.unc.edu/downloads/bk128m71z
10.1001/jama.282.23.2227,pub.1036917748,https://jamanetwork.com/journals/jama/articlepdf/192208/JOC90755.pdf
10.1001/archpsyc.62.3.311,pub.1034012631,https://jamanetwork.com/journals/jamapsychiatry/articlepdf/208413/yoa40166.pdf
10.1111/j.1741-3737.2002.00489.x,pub.1043466335,
10.1525/sop.2002.45.4.415,pub.1067696429,
10.1097/00004583-200202000-00013,pub.1038161122,
10.1002/nur.20004,pub.1032978649,
10.1177/1077559502250822,pub.1063957104,
10.1097/01.chi.0000142667.52062.1e,pub.1015279136,
10.1377/hlthaff.23.2.199,pub.1007303127,
10.1353/sof.2001.0086,pub.1065049479,
10.1111/1540-6040.00005,pub.1017216586,
10.1111/j.1745-9125.2002.tb00955.x,pub.1025133307,
10.1111/j.0081-1750.2003.t01-1-00130.x,pub.1028739038,
10.1177/019027250406700401,pub.1002008306,
10.1353/dem.2004.0029,pub.1048046899,https://read.dukeupress.edu/demography/article-pdf/41/4/697/884154/697browning.pdf
10.1111/j.1741-3737.2003.00730.x,pub.1021957847,
10.4278/0890-1171-18.5.378,pub.1008159019,
10.1111/j.1533-8525.2004.tb02305.x,pub.1003640131,
10.1086/374405,pub.1058668804,
10.1111/j.1745-6606.2000.tb00095.x,pub.1038709930,
10.1111/1467-8624.00141,pub.1012698442,
10.1093/geront/45.1.90,pub.1016768551,https://academic.oup.com/gerontologist/article-pdf/45/1/90/16980093/90.1.pdf
10.1177/002204260503500203,pub.1048877458,http://europepmc.org/articles/pmc1400593?pdf=render
10.1080/14622200110103188,pub.1058391181,https://escholarship.org/content/qt75x2s1j0/qt75x2s1j0.pdf?t=krnm6t
10.1111/j.0011-1348.2005.00011.x,pub.1009851077,
10.1146/annurev.soc.26.1.703,pub.1014177760,
10.1086/428918,pub.1058715884,
10.1353/dem.2004.0026,pub.1033107415,https://read.dukeupress.edu/demography/article-pdf/41/3/569/909176/569reichman.pdf
10.1353/dem.2004.0012,pub.1053599856,https://read.dukeupress.edu/demography/article-pdf/41/2/237/884064/237carlson.pdf
10.1353/dem.2002.0032,pub.1046849370,https://read.dukeupress.edu/demography/article-pdf/39/3/415/885958/415sigle-rushton.pdf
10.1111/j.0022-2445.2005.00005.x,pub.1035181384,
10.1111/j.0022-2445.2005.00002.x,pub.1045193655,
10.1007/s11113-004-2707-8,pub.1011077971,
10.3917/popu.203.0519,pub.1071644713,
10.1086/346011,pub.1058641278,
10.1377/hlthaff.22.4.154,pub.1002103831,
10.1353/dem.2003.0016,pub.1049249091,https://read.dukeupress.edu/demography/article-pdf/40/2/309/909218/309lynch.pdf
10.1001/jama.288.24.3137,pub.1004813180,
10.1001/jama.288.24.3164,pub.1001673235,
10.1093/ije/31.4.762,pub.1028930897,https://academic.oup.com/ije/article-pdf/31/4/762/18478814/310762.pdf
10.1111/j.1745-6606.2001.tb00119.x,pub.1031874167,
10.1093/geront/40.5.549,pub.1018823663,
10.1001/jama.283.4.512,pub.1018220505,https://jamanetwork.com/journals/jama/articlepdf/192331/JOC90850.pdf
10.1093/geront/42.2.178,pub.1047283461,
10.1177/104420730201200401,pub.1063924151,
10.1353/sof.2001.0101,pub.1065049494,
10.1176/appi.ajp.158.11.1850,pub.1063493565,
10.1353/dem.2001.0015,pub.1048067848,https://read.dukeupress.edu/demography/article-pdf/38/2/227/884738/227geronimus.pdf
10.1007/s12126-002-1003-3,pub.1047205515,
10.1177/019027250406700104,pub.1022046981,
10.1086/422587,pub.1058712671,http://www.soc.duke.edu/~jmoody77/205a/ecp/Fox_ajs_welfareattitudes.pdf
10.1111/j.0038-4941.2004.00232.x,pub.1051242551,
10.1001/jama.291.10.1231,pub.1035963656,https://jamanetwork.com/journals/jama/articlepdf/198350/JOC31123.pdf
10.1080/01639620290086512,pub.1034449394,
10.1177/0049124102030003002,pub.1053954607,
10.1080/07448480309595725,pub.1045342352,
10.1111/j.1360-0443.2005.00944.x,pub.1011484632,http://deepblue.lib.umich.edu/bitstream/2027.42/74786/1/j.1360-0443.2005.00944.x.pdf
10.1016/j.addbeh.2004.08.024,pub.1000300796,
10.1111/j.1465-7287.1993.tb00402.x,pub.1014660088,http://www.nber.org/papers/w4278.pdf
10.1111/j.1360-0443.2005.01038.x,pub.1029302651,http://deepblue.lib.umich.edu/bitstream/2027.42/71423/1/j.1360-0443.2005.01038.x.pdf
10.1016/j.jsr.2003.07.005,pub.1047554887,http://www.monitoringthefuture.org/pubs/text/pomacw04.pdf
10.1016/j.amepre.2004.07.008,pub.1011559019,
10.3102/01623737026004329,pub.1070971990,
10.1111/j.1530-0277.2001.tb02237.x,pub.1010131792,http://deepblue.lib.umich.edu/bitstream/2027.42/65896/1/j.1530-0277.2001.tb02237.x.pdf
10.1080/01650250244000281,pub.1058306959,
10.1046/j.1360-0443.2003.00282.x,pub.1038039608,http://deepblue.lib.umich.edu/bitstream/2027.42/73026/1/j.1360-0443.2003.00282.x.pdf
10.1177/109019819802500604,pub.1010253933,http://deepblue.lib.umich.edu/bitstream/2027.42/66995/2/10.1177_109019819802500604.pdf
10.1093/sw/42.1.55,pub.1060042270,
10.1080/0032472031000150336,pub.1058280796,
10.1111/j.0022-2445.2004.00009.x,pub.1036359460,
10.1111/j.1533-8525.2004.tb02398.x,pub.1046474202,
10.1353/sof.2003.0108,pub.1065049679,
10.1111/j.1747-7379.2004.tb00193.x,pub.1044564167,
10.1111/j.0022-2445.2005.00115.x,pub.1040072545,
10.1111/j.0022-2445.2005.00128.x,pub.1038005769,
10.1111/j.1741-3737.2004.00030.x,pub.1012644495,http://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1003&context=cffpub
10.1111/j.0022-2455.2004.00003.x,pub.1014621048,
10.1007/s12147-003-0019-7,pub.1038385722,
10.1086/378341,pub.1058671385,https://ro.uow.edu.au/cgi/viewcontent.cgi?article=1088&context=artspapers
10.1111/j.1741-3737.2003.00105.x,pub.1006171637,
10.1086/373905,pub.1058668464,
10.1525/sp.2003.50.1.87,pub.1067699862,
10.1111/j.1741-3737.2003.00953.x,pub.1041666045,
10.1111/j.1741-3737.2003.01030.x,pub.1001521364,
10.1111/j.1741-3737.2003.00652.x,pub.1036097085,
10.1111/j.1741-3737.2003.00356.x,pub.1050357282,
10.1016/j.jcrimjus.2004.12.007,pub.1053539185,
10.1377/hlthaff.20.3.10,pub.1007574892,
10.1353/sof.2003.0023,pub.1065049594,
10.1177/000312240507000405,pub.1050757417,
10.1353/dem.2001.0011,pub.1049130495,https://read.dukeupress.edu/demography/article-pdf/38/2/147/884712/147fu.pdf
10.1353/dem.2001.0012,pub.1053509854,https://read.dukeupress.edu/demography/article-pdf/38/2/201/884736/201boyle.pdf
10.1007/s10940-005-4274-5,pub.1051257168,
10.1086/223966,pub.1058543464,
10.1111/1541-0072.00042,pub.1041160827,
10.1016/j.soscij.2003.10.010,pub.1045349107,
10.1177/106591290305600309,pub.1043842289,
10.1177/107769905803500103,pub.1063960804,
10.1111/j.1540-4560.1967.tb00985.x,pub.1039088906,
10.1080/027321701300202046,pub.1052929812,
10.1080/027321799280118,pub.1012706587,
10.1162/003355303322552801,pub.1063348935,https://dspace.mit.edu/bitstream/1721.1/64306/1/skillcontentofre00auto.pdf
10.1046/j.1468-5906.2003.00206.x,pub.1025962134,
10.1353/sof.2003.0085,pub.1065049656,
10.1086/227009,pub.1058546507,
10.1111/1540-5893.3703005,pub.1001063273,
10.1111/1540-5893.3703004,pub.1001353737,
10.1525/sp.1970.18.1.03a00080,pub.1067698130,
10.1086/222690,pub.1058542188,
10.1073/pnas.71.12.5096,pub.1021488273,http://www.pnas.org/content/71/12/5096.full.pdf
10.1353/sof.2003.0105,pub.1065049676,
10.1177/019251218300400108,pub.1020657422,http://deepblue.lib.umich.edu/bitstream/2027.42/66631/2/10.1177_019251218300400108.pdf
10.1080/00139150309604538,pub.1015093546,
10.1086/266771,pub.1058577384,
10.1162/003355303321675446,pub.1063348925,http://www.nber.org/papers/w8627.pdf
10.1080/10511482.1996.9521225,pub.1014499195,
10.1080/10511482.1997.9521278,pub.1045344986,
10.1177/000271627944100108,pub.1043365226,
10.1162/003355303321675482,pub.1063348929,
10.1080/00224540309598437,pub.1037752974,
10.1111/j.1741-5705.2003.tb00019.x,pub.1006738643,
10.1111/1540-6210.00280,pub.1026028411,
10.1111/1467-6435.00208,pub.1036301328,
10.1353/sof.2003.0038,pub.1065049609,
10.1353/sof.2003.0027,pub.1065049598,https://escholarship.org/content/qt3fd9c73b/qt3fd9c73b.pdf?t=lnpz6j
10.1353/sof.2003.0037,pub.1065049608,
10.1353/sof.2003.0031,pub.1065049602,
10.1111/j.1541-0072.2002.tb02140.x,pub.1024505091,
10.1111/0033-3352.00193,pub.1044723124,
10.1162/002081802760199872,pub.1063348656,
10.1093/ei/40.3.334,pub.1034349773,
10.1080/00224490209552133,pub.1017133842,
10.1162/002081802320005531,pub.1063348645,
10.1080/00223980109603727,pub.1027633374,
10.1086/267399,pub.1058578011,
10.1353/sof.2001.0105,pub.1065049498,
10.1177/004912418000900104,pub.1049596403,http://deepblue.lib.umich.edu/bitstream/2027.42/69083/2/10.1177_004912418000900104.pdf
10.1111/j.1541-0072.2001.tb02112.x,pub.1036891594,http://repositorium.sdum.uminho.pt/bitstream/1822/2929/1/GlasgowPSJ.pdf
10.1146/annurev.so.13.080187.002131,pub.1039773257,
10.1162/003465302317331919,pub.1021591643,
10.1080/01615440109598980,pub.1014367949,
10.1111/1468-5906.00133,pub.1005414680,
10.1111/j.1541-0072.2002.tb02160.x,pub.1000430517,
10.1080/01615440209603142,pub.1007414614,
10.1353/cwh.2001.0062,pub.1016097617,
10.1353/jhe.2002.0037,pub.1038661346,
10.3102/10769986026002153,pub.1070972885,http://www.stat.columbia.edu/~gelman/research/published/pmd.pdf
10.1086/317990,pub.1058622264,
10.1080/08838156109385979,pub.1031672246,
10.1086/644335,pub.1058836546,
10.1177/004912417500300406,pub.1053852165,http://deepblue.lib.umich.edu/bitstream/2027.42/68401/2/10.1177_004912417500300406.pdf
10.1162/003465302320259538,pub.1008658834,http://www.nber.org/papers/w7711.pdf
10.1162/003355301753265552,pub.1063348872,http://www.nber.org/papers/w6792.pdf
10.1016/j.comppsych.2005.01.004,pub.1046166154,
10.1016/j.psychres.2005.06.005,pub.1013243862,
10.2307/449273,pub.1070589806,
10.1353/dem.2001.0031,pub.1000394853,https://read.dukeupress.edu/demography/article-pdf/38/3/423/884918/423sandberg.pdf
10.1093/ei/39.3.406,pub.1036871899,
10.1093/aje/154.3.245,pub.1018239762,https://academic.oup.com/aje/article-pdf/154/3/245/291747/245.pdf
10.1353/sof.2001.0027,pub.1065049420,
10.1162/00208180151140612,pub.1063348618,
10.1080/00139150109605141,pub.1015812620,
10.1080/07418820500088929,pub.1042072005,
10.3102/00028312038002411,pub.1070967096,
10.1162/002081800551361,pub.1063348597,
10.1037/0002-9432.76.2.265,pub.1005407997,
10.1207/s1532480xads0903_1,pub.1009237146,
10.1353/dem.2000.0002,pub.1037181251,https://read.dukeupress.edu/demography/article-pdf/37/4/461/884604/461davidson.pdf
10.1207/s1532480xads0903_2,pub.1036403026,
10.1016/j.ssresearch.2004.04.006,pub.1052898072,
10.1111/1468-5906.00189,pub.1043070400,
10.1177/0898264303253505,pub.1001211032,
10.1111/j.1468-5906.2004.00242.x,pub.1024038977,
10.1177/0164027504270475,pub.1009707830,
10.1111/1468-5906.00162,pub.1041555505,http://europepmc.org/articles/pmc3046863?pdf=render
10.1207/s15327582ijpr1501_6,pub.1025458452,
10.1086/222750,pub.1058542248,
10.1111/j.1533-8525.1967.tb01050.x,pub.1008954332,
10.1353/dem.2001.0006,pub.1036639209,https://read.dukeupress.edu/demography/article-pdf/38/1/133/884697/133kritz.pdf
10.1353/dem.2001.0007,pub.1052671821,https://read.dukeupress.edu/demography/article-pdf/38/1/79/884714/79lynch.pdf
10.1353/dem.2001.0020,pub.1038112890,https://read.dukeupress.edu/demography/article-pdf/38/2/161/884718/161rosenfeld.pdf
10.1353/dem.2001.0019,pub.1017546175,https://read.dukeupress.edu/demography/article-pdf/38/2/177/884716/177model.pdf
10.1353/dem.2001.0022,pub.1007494121,https://read.dukeupress.edu/demography/article-pdf/38/3/349/884883/349alba.pdf
10.1353/dem.2001.0024,pub.1040714508,https://read.dukeupress.edu/demography/article-pdf/38/3/357/884879/357borjas.pdf
10.1353/dem.2001.0029,pub.1047591589,https://read.dukeupress.edu/demography/article-pdf/38/3/363/884890/363reed.pdf
10.1353/dem.2001.0027,pub.1037535578,https://read.dukeupress.edu/demography/article-pdf/38/3/375/884900/375hao.pdf
10.1353/dem.2001.0023,pub.1013190724,https://read.dukeupress.edu/demography/article-pdf/38/3/411/884908/411bean.pdf
10.1353/dem.2001.0037,pub.1022984973,https://read.dukeupress.edu/demography/article-pdf/38/4/497/884924/497rous.pdf
10.1086/268273,pub.1058578885,
10.1086/266993,pub.1058577606,
10.1353/dem.2003.0001,pub.1008402095,
10.1353/dem.2003.0005,pub.1002920491,https://read.dukeupress.edu/demography/article-pdf/40/1/151/884783/151ku.pdf
10.1353/dem.2003.0002,pub.1038765623,https://read.dukeupress.edu/demography/article-pdf/40/1/171/884763/171case.pdf
10.1353/dem.2003.0003,pub.1007461876,https://read.dukeupress.edu/demography/article-pdf/40/1/191/884793/191han.pdf
10.1111/j.1939-0025.1988.tb01584.x,pub.1028254439,http://deepblue.lib.umich.edu/bitstream/2027.42/72116/1/j.1939-0025.1988.tb01584.x.pdf
10.1353/dem.2001.0034,pub.1019161643,https://read.dukeupress.edu/demography/article-pdf/38/4/563/884954/563frank.pdf
10.1353/dem.2002.0002,pub.1026090279,https://read.dukeupress.edu/demography/article-pdf/39/1/139/909348/139baum.pdf
10.1353/dem.2000.0008,pub.1050477714,https://read.dukeupress.edu/demography/article-pdf/37/4/415/884620/415mccall.pdf
10.1353/dem.2000.0011,pub.1023206627,https://read.dukeupress.edu/demography/article-pdf/37/4/489/884635/489solis.pdf
10.1353/dem.2000.0007,pub.1027147487,https://read.dukeupress.edu/demography/article-pdf/37/4/523/884645/523martin.pdf
10.1111/j.1533-8525.2005.00033.x,pub.1010872454,
10.1353/dem.2002.0030,pub.1026829348,https://read.dukeupress.edu/demography/article-pdf/39/3/507/885966/507mouw.pdf
10.1080/03637755609375165,pub.1010364974,
10.1353/dem.2002.0027,pub.1045433084,https://read.dukeupress.edu/demography/article-pdf/39/3/435/885954/435jepsen.pdf
10.1111/j.1749-6632.1994.tb30406.x,pub.1034504041,
10.1016/0304-3878(89)90003-5,pub.1027968869,
10.1007/s001480100101,pub.1030760423,
10.1002/ajhb.10220,pub.1005832104,
10.1002/ajhb.10200,pub.1012707627,
10.1111/j.1747-4469.2001.tb00190.x,pub.1037939828,
10.1038/sj.ijo.802207,pub.1049337085,https://www.nature.com/articles/802207.pdf
10.1080/03014460210140185,pub.1015170481,
10.1161/hc3401.095037,pub.1009014029,https://www.ahajournals.org/doi/pdf/10.1161/hc3401.095037
10.1146/annurev.soc.27.1.337,pub.1012100148,
10.1542/peds.107.4.e59,pub.1067821007,http://pediatrics.aappublications.org/content/107/4/e59.full.pdf
10.1016/j.adolescence.2004.12.003,pub.1049876761,
10.1080/03014460400027607,pub.1049961601,
10.1038/oby.2004.168,pub.1022738674,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1038/oby.2004.168
10.1093/ije/dyh060,pub.1052271160,https://academic.oup.com/ije/article-pdf/33/3/493/2119755/dyh060.pdf
10.1038/sj.ijo.0801580,pub.1018875735,https://www.nature.com/articles/0801580.pdf
10.1353/dem.2003.0015,pub.1040616354,https://read.dukeupress.edu/demography/article-pdf/40/2/333/909228/333lundberg.pdf
10.1353/dem.2003.0012,pub.1008123662,https://read.dukeupress.edu/demography/article-pdf/40/2/369/909272/369haveman.pdf
10.1353/dem.2003.0025,pub.1010669551,https://read.dukeupress.edu/demography/article-pdf/40/3/499/884821/499iceland.pdf
10.1093/wber/15.1.81,pub.1060064438,https://openknowledge.worldbank.org/bitstream/10986/17213/1/773470JRN020010t0of0Early0Childhood.pdf
10.1353/dem.2003.0020,pub.1027764718,https://read.dukeupress.edu/demography/article-pdf/40/3/543/884813/543bridges.pdf
10.1353/dem.2003.0022,pub.1048038809,https://read.dukeupress.edu/demography/article-pdf/40/3/569/884842/569goldscheider.pdf
10.1353/dem.2003.0033,pub.1032806128,https://read.dukeupress.edu/demography/article-pdf/40/4/675/883706/675finch.pdf
10.1353/dem.2003.0034,pub.1040621971,https://read.dukeupress.edu/demography/article-pdf/40/4/759/883710/759glick.pdf
10.1002/ajhb.1310010605,pub.1007933376,
10.1002/ajhb.1310040510,pub.1035665549,
10.1093/ije/20.1.162,pub.1059674613,
10.1038/oby.2005.153,pub.1007360556,
10.1016/j.socscimed.2003.10.028,pub.1016798721,
10.1038/sj.ejcn.1601826,pub.1025724232,https://www.nature.com/articles/1601826.pdf
10.1111/j.1365-2222.2004.01834.x,pub.1011957228,
10.1038/oby.2003.207,pub.1000620404,
10.1038/sj.ijo.0802377,pub.1048683079,https://www.nature.com/articles/0802377.pdf
10.1093/aje/155.4.346,pub.1043304977,https://academic.oup.com/aje/article-pdf/155/4/346/372506/346.pdf
10.1301/nr.2003.sept.316-319,pub.1011194093,
10.1038/sj.ejcn.1600867,pub.1003267409,https://www.nature.com/articles/1600867.pdf
10.1080/03670244.1989.9991091,pub.1001725865,
10.1080/03670244.1991.9991213,pub.1029411174,
10.1038/sj.ijo.0800603,pub.1012894405,https://www.nature.com/articles/0800603.pdf
10.1093/ije/19.1.147,pub.1059674282,
10.1080/03670244.1988.9991044,pub.1053622368,
10.1086/452155,pub.1058736811,
10.1093/wber/2.1.49,pub.1060064474,
10.1016/j.jad.2003.12.012,pub.1032147485,
10.1016/j.jpsychires.2004.08.010,pub.1025245354,
10.1016/j.psychres.2004.02.010,pub.1045519821,
10.1016/j.ehb.2004.04.003,pub.1005230584,
10.1016/j.brat.2004.06.019,pub.1045053687,
10.1016/j.brat.2004.07.006,pub.1017568239,
10.1016/j.drugalcdep.2005.06.007,pub.1006396423,
10.1177/0022427804271922,pub.1042793000,
10.1037/0278-6133.24.1.32,pub.1004623050,
10.1016/j.janxdis.2004.06.003,pub.1036734510,
10.1016/j.ypmed.2004.07.013,pub.1013722410,
10.1177/0022427804272725,pub.1052008888,
10.1016/j.jad.2002.12.001,pub.1010405843,
10.1525/sp.1964.11.3.03a00070,pub.1067697732,
10.1159/000085151,pub.1039877376,
10.1159/000085152,pub.1027112115,
10.1177/002214650504600108,pub.1041737988,
10.1057/palgrave.ap.5500077,pub.1040837661,
10.1111/j.1533-8525.1962.tb01543.x,pub.1032629767,
10.1016/j.comppsych.2004.03.002,pub.1029322736,
10.1353/dem.2004.0016,pub.1012970416,https://read.dukeupress.edu/demography/article-pdf/41/2/263/884059/263light.pdf
10.1353/dem.2004.0011,pub.1009792001,https://read.dukeupress.edu/demography/article-pdf/41/2/213/884070/213bitler.pdf
10.1353/dem.2004.0014,pub.1045489540,https://read.dukeupress.edu/demography/article-pdf/41/2/189/884057/189fitzgerald.pdf
10.1353/dem.2004.0003,pub.1033823254,https://read.dukeupress.edu/demography/article-pdf/41/1/151/883957/151fussell.pdf
10.1353/dem.2004.0006,pub.1037835446,https://read.dukeupress.edu/demography/article-pdf/41/1/129/883951/129jonsson.pdf
10.1353/dem.2004.0005,pub.1005833787,https://read.dukeupress.edu/demography/article-pdf/41/1/87/884000/87hayward.pdf
10.1353/dem.2001.0035,pub.1005807912,https://read.dukeupress.edu/demography/article-pdf/38/4/551/884952/551lauderdale.pdf
10.1353/dem.2004.0004,pub.1041146955,https://read.dukeupress.edu/demography/article-pdf/41/1/61/883979/61gundersen.pdf
10.1353/dem.2004.0002,pub.1009381038,https://read.dukeupress.edu/demography/article-pdf/41/1/37/883985/37fischer.pdf
10.1521/suli.34.3.209.42781,pub.1019142867,
10.1177/0265407505049320,pub.1063787939,
10.1353/dem.2004.0009,pub.1008756901,https://read.dukeupress.edu/demography/article-pdf/41/1/23/883971/23wilkes.pdf
10.1353/dem.2004.0007,pub.1027562277,https://read.dukeupress.edu/demography/article-pdf/41/1/1/883965/1logan.pdf
10.1353/dem.2004.0024,pub.1022954754,https://read.dukeupress.edu/demography/article-pdf/41/3/385/909172/385palloni.pdf
10.1353/dem.2004.0013,pub.1037494371,https://read.dukeupress.edu/demography/article-pdf/41/2/285/884074/285casper.pdf
10.1353/dem.2004.0015,pub.1014043080,https://read.dukeupress.edu/demography/article-pdf/41/2/303/884078/303jolliffe.pdf
10.1353/dem.2004.0022,pub.1005872322,https://read.dukeupress.edu/demography/article-pdf/41/3/417/909194/417freedman.pdf
10.1353/dem.2004.0034,pub.1039082174,https://read.dukeupress.edu/demography/article-pdf/41/4/629/884150/629musick.pdf
10.1353/dem.2004.0038,pub.1012937188,https://read.dukeupress.edu/demography/article-pdf/41/4/649/884148/649hook.pdf
10.1353/dem.2004.0031,pub.1015587014,https://read.dukeupress.edu/demography/article-pdf/41/4/671/884144/671ginther.pdf
10.1353/dem.2005.0004,pub.1008572234,https://read.dukeupress.edu/demography/article-pdf/42/1/109/883849/109frankenberg.pdf
10.1353/dem.2004.0037,pub.1007947919,https://read.dukeupress.edu/demography/article-pdf/41/4/757/884163/757timaus.pdf
10.1353/dem.2004.0030,pub.1035040641,https://read.dukeupress.edu/demography/article-pdf/41/4/773/884175/773frisbie.pdf
