STUDY,ACTION_LABEL,LOG_HRS,STUDY_HRS
34375,Quality-checks,1.0,283.0
34375,Quality-checks,1.0,283.0
34375,Transformation-of-data,8.0,283.0
34375,Transformation-of-data,9.0,283.0
34375,Other,6.0,283.0
34375,Transformation-of-data,2.5,283.0
34375,Communication-for-study,8.0,283.0
34375,Transformation-of-data,8.0,283.0
34375,Transformation-of-data,1.0,283.0
34375,Initial-review-and-planning,1.0,283.0
34375,Initial-review-and-planning,2.5,283.0
34375,Quality-checks,4.0,283.0
34375,Transformation-of-data,5.0,283.0
34375,Transformation-of-data,2.5,283.0
34375,Other,3.5,283.0
34375,Quality-checks,,283.0
34375,Other,5.0,283.0
34375,Quality-checks,6.0,283.0
34375,Communication-for-study,3.0,283.0
34375,Initial-review-and-planning,3.0,283.0
34375,Transformation-of-data,6.5,283.0
34375,Non-curation,3.0,283.0
34375,Transformation-of-data,3.0,283.0
34375,Transformation-of-data,3.5,283.0
34375,Transformation-of-data,1.25,283.0
34375,Transformation-of-data,5.0,283.0
34375,Transformation-of-data,1.5,283.0
34375,Other,3.0,283.0
34375,Other,1.75,283.0
34375,Non-curation,1.0,283.0
34375,Quality-checks,1.25,283.0
34375,Quality-checks,2.0,283.0
34375,Transformation-of-data,1.0,283.0
34375,Transformation-of-data,1.0,283.0
34375,Transformation-of-data,1.0,283.0
34375,Metadata-study-level,3.5,283.0
34375,Communication-for-study,2.0,283.0
34375,Transformation-of-data,1.5,283.0
34375,Transformation-of-data,7.0,283.0
34375,Transformation-of-data,1.5,283.0
34375,Transformation-of-data,6.0,283.0
34375,Transformation-of-data,1.0,283.0
34375,Quality-checks,2.5,283.0
34375,Transformation-of-data,6.0,283.0
34375,Transformation-of-data,6.0,283.0
34375,Transformation-of-data,4.5,283.0
34375,Communication-for-study,1.5,283.0
34375,Transformation-of-data,4.0,283.0
34375,Quality-checks,1.0,283.0
34375,Transformation-of-data,4.0,283.0
34375,Initial-review-and-planning,3.0,283.0
34375,Transformation-of-data,8.0,283.0
34375,Non-curation,8.0,283.0
34375,Transformation-of-data,0.5,283.0
34375,Communication-for-study,2.0,283.0
34375,Transformation-of-data,6.0,283.0
34375,Transformation-of-data,8.5,283.0
34375,Transformation-of-data,5.0,283.0
34375,Transformation-of-data,1.75,283.0
34375,Quality-checks,,283.0
34375,Documentation,1.0,283.0
34437,Quality-checks,0.5,249.25
34437,Quality-checks,,249.25
34437,Transformation-of-data,1.0,249.25
34437,Documentation,2.0,249.25
34437,Quality-checks,1.25,249.25
34437,Transformation-of-data,5.0,249.25
34437,Quality-checks,8.0,249.25
34437,Other,1.75,249.25
34437,Transformation-of-data,1.5,249.25
34437,Documentation,2.0,249.25
34437,Quality-checks,3.0,249.25
34437,Quality-checks,3.0,249.25
34437,Quality-checks,,249.25
34437,Communication-for-study,5.0,249.25
34437,Transformation-of-data,5.0,249.25
34437,Transformation-of-data,8.0,249.25
34437,Non-curation,7.0,249.25
34437,Other,1.5,249.25
34437,Transformation-of-data,3.0,249.25
34437,Transformation-of-data,8.0,249.25
34437,Transformation-of-data,6.5,249.25
34437,Transformation-of-data,4.0,249.25
34437,Non-curation,1.5,249.25
34437,Other,1.0,249.25
34437,Non-curation,1.0,249.25
34437,Documentation,1.0,249.25
34437,Transformation-of-data,8.0,249.25
34437,Quality-checks,4.0,249.25
34437,Communication-for-study,2.0,249.25
34437,Non-curation,8.0,249.25
34437,Other,8.0,249.25
34437,Non-curation,4.0,249.25
34437,Transformation-of-data,2.5,249.25
34437,Quality-checks,7.0,249.25
34437,Quality-checks,6.5,249.25
34437,Initial-review-and-planning,3.0,249.25
34437,Quality-checks,3.5,249.25
34437,Quality-checks,4.0,249.25
34437,Documentation,3.0,249.25
34437,Initial-review-and-planning,0.5,249.25
34437,Non-curation,2.0,249.25
34437,Quality-checks,3.0,249.25
34437,Transformation-of-data,2.0,249.25
34437,Transformation-of-data,1.75,249.25
34437,Transformation-of-data,1.25,249.25
34437,Non-curation,8.0,249.25
34437,Communication-for-study,3.5,249.25
34437,Non-curation,2.0,249.25
34437,Communication-for-study,1.5,249.25
34437,Initial-review-and-planning,2.5,249.25
34437,Quality-checks,1.25,249.25
34437,Non-curation,3.0,249.25
34437,Quality-checks,5.0,249.25
34437,Non-curation,1.0,249.25
34437,Non-curation,5.0,249.25
34437,Quality-checks,1.0,249.25
34437,Non-curation,5.0,249.25
34437,Non-curation,0.5,249.25
34437,Quality-checks,2.0,249.25
34437,Transformation-of-data,8.0,249.25
34437,Transformation-of-data,0.5,249.25
34437,Transformation-of-data,3.5,249.25
34437,Transformation-of-data,8.0,249.25
34437,Transformation-of-data,8.0,249.25
34437,Transformation-of-data,1.0,249.25
34437,Quality-checks,1.0,249.25
34437,Quality-checks,1.0,249.25
34437,Communication-for-study,2.0,249.25
34437,Initial-review-and-planning,3.5,249.25
34437,Transformation-of-data,8.0,249.25
34438,Metadata-study-level,5.0,225.0
34438,Metadata-study-level,3.0,225.0
34438,Non-curation,4.5,225.0
34438,Transformation-of-data,3.0,225.0
34438,Other,8.0,225.0
34438,Communication-for-study,4.5,225.0
34438,Transformation-of-data,,225.0
34438,Communication-for-study,2.0,225.0
34438,Non-curation,1.0,225.0
34438,Quality-checks,4.0,225.0
34438,Transformation-of-data,2.0,225.0
34438,Transformation-of-data,4.0,225.0
34438,Non-curation,6.0,225.0
34438,Quality-checks,,225.0
34438,Quality-checks,,225.0
34438,Transformation-of-data,,225.0
34438,Documentation,3.0,225.0
34438,Quality-checks,0.5,225.0
34438,Transformation-of-data,4.0,225.0
34438,Other,1.0,225.0
34438,Quality-checks,8.0,225.0
34438,Quality-checks,0.5,225.0
34438,Quality-checks,6.5,225.0
34438,Quality-checks,8.0,225.0
34438,Transformation-of-data,4.5,225.0
34438,Transformation-of-data,4.5,225.0
34438,Transformation-of-data,1.0,225.0
34438,Quality-checks,2.5,225.0
34438,Quality-checks,1.0,225.0
34438,Transformation-of-data,1.0,225.0
34438,Transformation-of-data,2.5,225.0
34438,Transformation-of-data,2.0,225.0
34438,Documentation,3.0,225.0
34438,Quality-checks,5.0,225.0
34438,Quality-checks,,225.0
34438,Transformation-of-data,8.0,225.0
34438,Metadata-study-level,4.0,225.0
34438,Non-curation,2.0,225.0
34438,Other,1.5,225.0
34438,Transformation-of-data,2.0,225.0
34438,Transformation-of-data,8.0,225.0
34438,Initial-review-and-planning,1.5,225.0
34438,Non-curation,0.5,225.0
34438,Quality-checks,,225.0
34438,Quality-checks,,225.0
34438,Quality-checks,4.0,225.0
34438,Metadata-study-level,4.0,225.0
34438,Transformation-of-data,5.5,225.0
34438,Quality-checks,1.25,225.0
34438,Other,7.0,225.0
34438,Transformation-of-data,4.5,225.0
34438,Transformation-of-data,3.0,225.0
34438,Non-curation,1.5,225.0
34438,Non-curation,1.75,225.0
34438,Quality-checks,1.5,225.0
34438,Quality-checks,,225.0
34438,Quality-checks,0.25,225.0
34438,Transformation-of-data,1.5,225.0
34438,Quality-checks,1.0,225.0
34438,Quality-checks,0.5,225.0
34438,Quality-checks,5.5,225.0
34438,Documentation,,225.0
34438,Quality-checks,5.0,225.0
34439,Quality-checks,6.0,95.5
34439,Other,7.0,319.25
34439,Communication-for-study,7.0,319.25
34439,Transformation-of-data,2.0,319.25
34439,Quality-checks,6.0,319.25
34439,Documentation,8.0,319.25
34439,Transformation-of-data,8.0,319.25
34439,Quality-checks,2.0,95.5
34439,Other,2.0,95.5
34439,Non-curation,5.0,319.25
34439,Transformation-of-data,4.0,319.25
34439,Communication-for-study,7.5,319.25
34439,Non-curation,1.0,319.25
34439,Transformation-of-data,4.0,319.25
34439,Transformation-of-data,3.0,319.25
34439,Transformation-of-data,8.0,319.25
34439,Transformation-of-data,,319.25
34439,Quality-checks,6.5,319.25
34439,Initial-review-and-planning,8.0,319.25
34439,Non-curation,1.5,319.25
34439,Other,24.0,95.5
34439,Quality-checks,8.0,319.25
34439,Quality-checks,2.5,319.25
34439,Transformation-of-data,8.0,319.25
34439,Transformation-of-data,8.0,319.25
34439,Quality-checks,9.0,319.25
34439,Transformation-of-data,5.0,319.25
34439,Quality-checks,1.0,319.25
34439,Transformation-of-data,8.0,95.5
34439,Transformation-of-data,8.0,95.5
34439,Transformation-of-data,6.5,319.25
34439,Quality-checks,2.0,319.25
34439,Initial-review-and-planning,8.0,319.25
34439,Transformation-of-data,3.0,319.25
34439,Quality-checks,1.25,319.25
34439,Transformation-of-data,,319.25
34439,Non-curation,5.0,319.25
34439,Initial-review-and-planning,7.0,319.25
34439,Non-curation,3.0,319.25
34439,Initial-review-and-planning,8.0,319.25
34439,Non-curation,8.0,95.5
34439,Quality-checks,8.0,319.25
34439,Communication-for-study,7.0,319.25
34439,Initial-review-and-planning,7.0,319.25
34439,Transformation-of-data,1.0,319.25
34439,Quality-checks,6.0,319.25
34439,Transformation-of-data,7.0,319.25
34439,Transformation-of-data,21.5,95.5
34439,Transformation-of-data,8.0,319.25
34439,Transformation-of-data,7.5,319.25
34439,Non-curation,8.0,95.5
34439,Transformation-of-data,8.0,319.25
34439,Quality-checks,8.0,319.25
34439,Quality-checks,9.0,319.25
34439,Transformation-of-data,8.0,319.25
34439,Communication-for-study,3.0,319.25
34439,Other,2.0,319.25
34439,Quality-checks,3.5,319.25
34439,Transformation-of-data,1.0,319.25
34439,Non-curation,5.0,319.25
34439,Transformation-of-data,6.0,319.25
34439,Documentation,8.0,319.25
34439,Transformation-of-data,8.0,95.5
34439,Non-curation,3.0,319.25
34439,Non-curation,2.0,319.25
34439,Communication-for-study,6.0,319.25
34439,Other,3.0,319.25
34439,Transformation-of-data,8.0,319.25
34440,Non-curation,0.5,201.33333333333331
34440,Transformation-of-data,1.0,201.33333333333331
34440,Communication-for-study,8.0,201.33333333333331
34440,Quality-checks,5.0,201.33333333333331
34440,Non-curation,,201.33333333333331
34440,Communication-for-study,3.5,201.33333333333331
34440,Initial-review-and-planning,4.0,201.33333333333331
34440,Documentation,2.5,201.33333333333331
34440,Documentation,,201.33333333333331
34440,Transformation-of-data,6.0,201.33333333333331
34440,Non-curation,,201.33333333333331
34440,Non-curation,1.0,201.33333333333331
34440,Non-curation,1.5,201.33333333333331
34440,Non-curation,8.0,201.33333333333331
34440,Transformation-of-data,1.0,201.33333333333331
34440,Quality-checks,,201.33333333333331
34440,Transformation-of-data,,201.33333333333331
34440,Communication-for-study,8.0,201.33333333333331
34440,Non-curation,6.5,201.33333333333331
34440,Other,2.5,201.33333333333331
34440,Other,3.5,201.33333333333331
34440,Metadata-study-level,3.0,201.33333333333331
34440,Quality-checks,,201.33333333333331
34440,Transformation-of-data,1.0,201.33333333333331
34440,Documentation,3.5,201.33333333333331
34440,Documentation,4.0,201.33333333333331
34440,Transformation-of-data,1.0,201.33333333333331
34440,Metadata-study-level,1.0,201.33333333333331
34440,Quality-checks,,201.33333333333331
34440,Transformation-of-data,2.0,201.33333333333331
34440,Transformation-of-data,8.0,201.33333333333331
34440,Quality-checks,0.5,201.33333333333331
34440,Quality-checks,1.0,201.33333333333331
34440,Non-curation,3.0,201.33333333333331
34440,Other,4.0,201.33333333333331
34440,Quality-checks,7.0,201.33333333333331
34440,Non-curation,4.0,201.33333333333331
34440,Quality-checks,2.0,201.33333333333331
34440,Transformation-of-data,1.5,201.33333333333331
34440,Non-curation,0.5,201.33333333333331
34440,Quality-checks,,201.33333333333331
34440,Non-curation,4.0,201.33333333333331
34440,Other,1.0,201.33333333333331
34440,Quality-checks,0.25,201.33333333333331
34440,Quality-checks,1.0,201.33333333333331
34440,Transformation-of-data,1.5,201.33333333333331
34440,Quality-checks,,201.33333333333331
34619,Non-curation,,126.00833333333334
34619,Other,1.5,126.00833333333334
34619,Quality-checks,,126.00833333333334
34619,Quality-checks,6.0,78.0
34619,Quality-checks,0.5,126.00833333333334
34619,Non-curation,,78.0
34619,Initial-review-and-planning,0.5,126.00833333333334
34619,Initial-review-and-planning,5.5,126.00833333333334
34619,Other,0.5,78.0
34619,Documentation,4.0,78.0
34619,Quality-checks,4.0,126.00833333333334
34619,Communication-for-study,0.5,126.00833333333334
34619,Non-curation,,78.0
34619,Transformation-of-data,,126.00833333333334
34619,Quality-checks,8.0,78.0
34619,Documentation,6.0,126.00833333333334
34619,Quality-checks,,126.00833333333334
34619,Quality-checks,8.0,78.0
34619,Non-curation,8.0,126.00833333333334
34619,Quality-checks,6.0,78.0
34619,Transformation-of-data,3.5,126.00833333333334
34619,Documentation,,126.00833333333334
34619,Quality-checks,,78.0
34619,Transformation-of-data,8.0,126.00833333333334
34619,Metadata-study-level,,78.0
34619,Documentation,0.5,78.0
34619,Initial-review-and-planning,,126.00833333333334
34619,Documentation,,78.0
34619,Initial-review-and-planning,0.0083333333333333,126.00833333333334
34619,Quality-checks,1.5,78.0
34619,Quality-checks,3.0,126.00833333333334
34619,Other,2.5,126.00833333333334
34619,Quality-checks,8.0,126.00833333333334
34619,Quality-checks,4.0,126.00833333333334
34619,Quality-checks,4.0,126.00833333333334
34619,Non-curation,,78.0
34619,Quality-checks,8.0,126.00833333333334
34619,Quality-checks,,78.0
34619,Transformation-of-data,8.0,78.0
34619,Initial-review-and-planning,1.5,78.0
34619,Transformation-of-data,7.0,126.00833333333334
34619,Documentation,8.0,126.00833333333334
34619,Communication-for-study,2.0,126.00833333333334
34619,Quality-checks,1.5,78.0
34619,Quality-checks,4.0,126.00833333333334
34619,Quality-checks,6.0,78.0
34619,Quality-checks,8.0,126.00833333333334
34619,Quality-checks,,126.00833333333334
34619,Quality-checks,,126.00833333333334
34762,Transformation-of-data,2.0,41.0
34892,Quality-checks,0.5,234.5
34892,Transformation-of-data,8.0,234.5
34892,Initial-review-and-planning,8.0,234.5
34892,Quality-checks,1.0,234.5
34892,Non-curation,4.0,234.5
34892,Transformation-of-data,6.5,234.5
34892,Documentation,3.5,234.5
34892,Quality-checks,3.0,234.5
34892,Documentation,8.0,234.5
34892,Initial-review-and-planning,7.5,234.5
34892,Initial-review-and-planning,5.0,234.5
34892,Transformation-of-data,8.0,234.5
34892,Quality-checks,1.5,234.5
34892,Documentation,2.0,234.5
34892,Quality-checks,1.0,234.5
34892,Initial-review-and-planning,1.5,234.5
34892,Non-curation,4.0,234.5
34892,Initial-review-and-planning,6.0,234.5
34892,Initial-review-and-planning,7.5,234.5
34892,Initial-review-and-planning,2.0,234.5
34892,Documentation,5.5,234.5
34892,Non-curation,2.0,234.5
34892,Communication-for-study,6.0,234.5
34892,Other,1.0,234.5
34892,Quality-checks,8.0,234.5
34892,Non-curation,4.0,234.5
34892,Quality-checks,4.0,234.5
34892,Initial-review-and-planning,3.5,234.5
34892,Initial-review-and-planning,7.5,234.5
34892,Initial-review-and-planning,5.0,234.5
34892,Quality-checks,4.0,234.5
34892,Quality-checks,4.0,234.5
34892,Initial-review-and-planning,4.0,234.5
34892,Initial-review-and-planning,8.0,234.5
34892,Non-curation,4.0,234.5
34892,Communication-for-study,4.0,234.5
34892,Non-curation,4.0,234.5
34892,Quality-checks,1.0,234.5
34892,Non-curation,4.0,234.5
34892,Quality-checks,1.0,234.5
34892,Non-curation,6.0,234.5
34892,Quality-checks,8.0,234.5
34892,Non-curation,3.0,234.5
34892,Quality-checks,7.5,234.5
34892,Communication-for-study,8.0,234.5
34892,Quality-checks,2.0,234.5
34892,Documentation,1.0,234.5
34892,Non-curation,4.0,234.5
34892,Transformation-of-data,4.5,234.5
34892,Non-curation,4.0,234.5
34892,Quality-checks,8.0,234.5
34892,Initial-review-and-planning,2.5,234.5
34892,Initial-review-and-planning,1.0,234.5
34892,Communication-for-study,2.0,234.5
34921,Non-curation,1.0,126.5
34921,Transformation-of-data,6.5,126.5
34921,Non-curation,0.5,126.5
34921,Quality-checks,5.0,126.5
34921,Communication-for-study,3.0,126.5
34921,Communication-for-study,1.0,126.5
34921,Quality-checks,8.0,126.5
34921,Non-curation,1.0,126.5
34921,Quality-checks,2.0,126.5
34921,Non-curation,4.0,126.5
34921,Non-curation,0.5,126.5
34921,Communication-for-study,5.5,126.5
34921,Quality-checks,8.0,126.5
34921,Non-curation,4.0,126.5
34921,Documentation,5.0,126.5
34921,Quality-checks,8.0,126.5
34921,Quality-checks,6.0,126.5
34921,Communication-for-study,3.5,126.5
34921,Non-curation,1.0,126.5
34921,Non-curation,1.0,126.5
34921,Metadata-study-level,3.0,126.5
34921,Non-curation,1.0,126.5
34921,Non-curation,6.0,126.5
34921,Quality-checks,1.5,126.5
34921,Non-curation,3.0,126.5
34921,Initial-review-and-planning,5.0,126.5
34921,Other,6.0,126.5
34921,Communication-for-study,4.0,60.0
34921,Metadata-study-level,8.0,60.0
34921,Quality-checks,2.0,60.0
34921,Other,,60.0
34921,Transformation-of-data,8.0,126.5
34921,Transformation-of-data,7.0,60.0
34921,Quality-checks,5.0,60.0
34921,Quality-checks,1.0,60.0
34921,Communication-for-study,0.5,60.0
34921,Initial-review-and-planning,2.5,60.0
34921,Quality-checks,1.0,60.0
34921,Initial-review-and-planning,8.0,60.0
34921,Metadata-study-level,0.5,60.0
34921,Initial-review-and-planning,,60.0
34921,Communication-for-study,6.0,126.5
34921,Quality-checks,,60.0
34921,Initial-review-and-planning,3.5,60.0
34921,Non-curation,5.0,126.5
34921,Transformation-of-data,2.5,126.5
34921,Documentation,6.5,60.0
34921,Quality-checks,2.0,60.0
34921,Non-curation,0.5,60.0
34921,Quality-checks,1.5,126.5
34969,Quality-checks,4.0,60.50833333333333
34969,Initial-review-and-planning,7.5,239.5
34969,Initial-review-and-planning,2.0,239.5
34969,Non-curation,8.0,239.5
34969,Transformation-of-data,8.0,60.50833333333333
34969,Quality-checks,3.0,239.5
34969,Non-curation,1.0,60.50833333333333
34969,Quality-checks,0.5,60.50833333333333
34969,Non-curation,,60.50833333333333
34969,Transformation-of-data,8.0,239.5
34969,Documentation,6.0,239.5
34969,Initial-review-and-planning,0.5,239.5
34969,Quality-checks,0.5,60.50833333333333
34969,Quality-checks,8.0,239.5
34969,Initial-review-and-planning,8.0,239.5
34969,Quality-checks,2.0,60.50833333333333
34969,Initial-review-and-planning,8.0,239.5
34969,Quality-checks,1.0,60.50833333333333
34969,Initial-review-and-planning,6.5,239.5
34969,Quality-checks,6.0,239.5
34969,Non-curation,5.0,239.5
34969,Quality-checks,1.5,239.5
34969,Quality-checks,1.0,239.5
34969,Transformation-of-data,8.0,239.5
34969,Transformation-of-data,8.0,239.5
34969,Communication-for-study,4.0,239.5
34969,Non-curation,6.0,239.5
34969,Quality-checks,1.5,60.50833333333333
34969,Initial-review-and-planning,5.0,239.5
34969,Quality-checks,1.0,60.50833333333333
34969,Transformation-of-data,4.5,239.5
34969,Initial-review-and-planning,3.5,239.5
34969,Quality-checks,6.5,239.5
34969,Initial-review-and-planning,6.0,239.5
34969,Quality-checks,2.0,60.50833333333333
34969,Initial-review-and-planning,5.0,239.5
34969,Metadata-study-level,0.5,60.50833333333333
34969,Non-curation,8.0,60.50833333333333
34969,Transformation-of-data,4.0,239.5
34969,Transformation-of-data,8.0,239.5
34969,Transformation-of-data,7.5,239.5
34969,Non-curation,8.0,239.5
34969,Initial-review-and-planning,1.5,60.50833333333333
34969,Non-curation,8.0,60.50833333333333
34969,Transformation-of-data,0.5,239.5
34969,Quality-checks,3.5,239.5
34969,Non-curation,4.0,239.5
34969,Quality-checks,2.0,239.5
34969,Quality-checks,7.0,239.5
34969,Other,2.0,239.5
34969,Transformation-of-data,8.0,239.5
34969,Quality-checks,3.0,239.5
34969,Non-curation,8.0,239.5
34969,Quality-checks,2.0,239.5
34969,Documentation,8.0,239.5
34969,Transformation-of-data,5.5,239.5
34969,Initial-review-and-planning,8.0,239.5
34969,Documentation,8.0,239.5
34969,Non-curation,1.5,60.50833333333333
34969,Quality-checks,1.0,239.5
34969,Non-curation,4.0,239.5
34969,Quality-checks,2.0,239.5
34990,Quality-checks,2.0,17.0
34990,Transformation-of-data,2.0,17.0
34990,Initial-review-and-planning,1.0,17.0
34990,Initial-review-and-planning,8.0,17.0
34990,Non-curation,2.0,17.0
35004,Communication-for-study,0.5,2.5
35004,Non-curation,,2.5
35004,Non-curation,1.5,2.5
35190,Quality-checks,8.0,114.0
35190,Quality-checks,1.0,114.0
35190,Quality-checks,1.0,114.0
35190,Quality-checks,7.0,114.0
35190,Non-curation,8.5,114.0
35190,Quality-checks,2.0,114.0
35190,Other,8.5,114.0
35197,Initial-review-and-planning,0.5,181.0
35197,Quality-checks,4.5,356.0
35197,Quality-checks,2.0,356.0
35197,Transformation-of-data,8.0,181.0
35197,Documentation,8.0,181.0
35197,Quality-checks,6.0,356.0
35197,Communication-for-study,4.0,356.0
35197,Transformation-of-data,7.5,96.0
35197,Transformation-of-data,8.0,96.0
35197,Other,6.5,96.0
35197,Other,4.0,356.0
35197,Quality-checks,3.0,356.0
35197,Non-curation,1.0,181.0
35197,Quality-checks,8.0,356.0
35197,Communication-for-study,8.0,356.0
35197,Communication-for-study,8.0,356.0
35197,Other,1.0,356.0
35197,Quality-checks,2.5,356.0
35197,Transformation-of-data,8.0,96.0
35197,Non-curation,3.0,356.0
35197,Quality-checks,4.0,356.0
35197,Quality-checks,8.0,356.0
35197,Quality-checks,8.0,356.0
35197,Quality-checks,4.0,356.0
35197,Quality-checks,0.5,356.0
35197,Communication-for-study,8.0,181.0
35197,Initial-review-and-planning,2.0,356.0
35197,Quality-checks,2.0,356.0
35197,Transformation-of-data,8.0,181.0
35197,Quality-checks,4.0,356.0
35197,Initial-review-and-planning,7.5,356.0
35197,Quality-checks,2.0,181.0
35197,Initial-review-and-planning,4.5,181.0
35197,Initial-review-and-planning,8.0,181.0
35197,Transformation-of-data,8.0,356.0
35197,Transformation-of-data,8.0,181.0
35197,Quality-checks,8.0,356.0
35197,Non-curation,,96.0
35197,Transformation-of-data,8.0,356.0
35197,Transformation-of-data,7.0,96.0
35197,Quality-checks,0.5,356.0
35197,Transformation-of-data,6.0,356.0
35197,Transformation-of-data,8.0,181.0
35197,Initial-review-and-planning,8.0,181.0
35197,Quality-checks,8.0,181.0
35197,Quality-checks,7.0,181.0
35197,Documentation,3.5,356.0
35197,Non-curation,5.0,96.0
35197,Quality-checks,8.0,181.0
35197,Documentation,8.0,356.0
35197,Metadata-study-level,4.0,181.0
35197,Metadata-study-level,8.0,181.0
35197,Communication-for-study,4.0,356.0
35197,Communication-for-study,8.0,181.0
35197,Non-curation,4.0,181.0
35197,Transformation-of-data,7.5,356.0
35197,Initial-review-and-planning,1.0,356.0
35197,Quality-checks,6.0,181.0
35197,Transformation-of-data,8.0,181.0
35197,Transformation-of-data,7.5,181.0
35197,Communication-for-study,8.0,356.0
35197,Other,1.0,181.0
35197,Transformation-of-data,8.0,181.0
35197,Transformation-of-data,8.0,96.0
35197,Quality-checks,8.0,181.0
35197,Documentation,3.0,356.0
35197,Documentation,6.5,356.0
35197,Communication-for-study,7.5,356.0
35197,Quality-checks,6.0,356.0
35197,Quality-checks,1.5,181.0
35197,Non-curation,,96.0
35197,Quality-checks,6.5,181.0
35197,Initial-review-and-planning,8.0,356.0
35197,Non-curation,8.0,96.0
35197,Transformation-of-data,1.0,96.0
35197,Non-curation,8.0,96.0
35197,Initial-review-and-planning,5.0,96.0
35197,Initial-review-and-planning,1.0,96.0
35197,Metadata-study-level,8.0,96.0
35197,Documentation,,96.0
35197,Initial-review-and-planning,0.5,181.0
35197,Non-curation,5.5,96.0
35197,Quality-checks,,96.0
35206,Documentation,,100.25
35206,Non-curation,0.5,100.25
35206,Transformation-of-data,,100.25
35206,Non-curation,0.5,100.25
35206,Transformation-of-data,,100.25
35206,Quality-checks,1.0,100.25
35206,Non-curation,1.0,100.25
35206,Communication-for-study,0.5,100.25
35206,Initial-review-and-planning,0.5,100.25
35206,Transformation-of-data,2.5,100.25
35206,Non-curation,1.0,100.25
35206,Transformation-of-data,,100.25
35206,Communication-for-study,2.5,100.25
35206,Quality-checks,4.0,100.25
35206,Communication-for-study,1.0,100.25
35206,Quality-checks,4.0,100.25
35206,Quality-checks,3.0,100.25
35206,Transformation-of-data,,100.25
35206,Quality-checks,0.5,100.25
35206,Transformation-of-data,2.0,100.25
35206,Non-curation,0.5,100.25
35206,Quality-checks,5.0,100.25
35206,Quality-checks,4.0,100.25
35206,Transformation-of-data,,100.25
35206,Non-curation,,100.25
35206,Transformation-of-data,2.5,100.25
35206,Non-curation,0.5,100.25
35206,Quality-checks,,100.25
35206,Quality-checks,0.5,100.25
35206,Quality-checks,1.0,100.25
35206,Non-curation,0.5,100.25
35206,Non-curation,,100.25
35206,Initial-review-and-planning,,100.25
35206,Non-curation,,100.25
35206,Initial-review-and-planning,1.0,100.25
35206,Non-curation,,100.25
35206,Non-curation,2.0,100.25
35206,Non-curation,,100.25
35206,Transformation-of-data,,100.25
35206,Transformation-of-data,,100.25
35206,Quality-checks,4.0,100.25
35206,Transformation-of-data,2.0,100.25
35206,Quality-checks,,100.25
35206,Initial-review-and-planning,0.5,100.25
35206,Non-curation,0.5,100.25
35206,Non-curation,0.5,100.25
35206,Transformation-of-data,,100.25
35206,Non-curation,0.5,100.25
35206,Non-curation,1.0,100.25
35206,Initial-review-and-planning,,100.25
35206,Initial-review-and-planning,1.0,100.25
35206,Transformation-of-data,0.5,100.25
35206,Initial-review-and-planning,,100.25
35206,Communication-for-study,,100.25
35206,Quality-checks,0.5,100.25
35481,Communication-for-study,1.0,152.5
35481,Initial-review-and-planning,2.5,152.5
35481,Quality-checks,3.0,152.5
35481,Initial-review-and-planning,4.0,152.5
35481,Quality-checks,1.5,152.5
35481,Initial-review-and-planning,2.0,152.5
35481,Metadata-study-level,1.5,152.5
35481,Transformation-of-data,8.0,152.5
35481,Quality-checks,3.5,152.5
35481,Initial-review-and-planning,2.0,152.5
35481,Metadata-study-level,3.0,152.5
35481,Transformation-of-data,4.0,152.5
35481,Initial-review-and-planning,4.0,152.5
35481,Transformation-of-data,4.5,152.5
35481,Transformation-of-data,1.0,152.5
35481,Initial-review-and-planning,6.0,152.5
35481,Transformation-of-data,3.0,152.5
35481,Initial-review-and-planning,4.0,152.5
35481,Quality-checks,0.5,152.5
35481,Transformation-of-data,8.0,152.5
35481,Transformation-of-data,8.0,152.5
35481,Initial-review-and-planning,2.0,152.5
35481,Transformation-of-data,2.0,152.5
35481,Initial-review-and-planning,3.0,152.5
35481,Initial-review-and-planning,8.0,152.5
35481,Initial-review-and-planning,4.0,152.5
35481,Initial-review-and-planning,2.5,152.5
35481,Initial-review-and-planning,4.0,152.5
35481,Transformation-of-data,5.5,152.5
35481,Transformation-of-data,5.0,152.5
35481,Documentation,8.0,152.5
35481,Transformation-of-data,8.0,152.5
35481,Initial-review-and-planning,4.0,152.5
35481,Initial-review-and-planning,4.0,152.5
35481,Communication-for-study,3.5,152.5
35481,Initial-review-and-planning,1.5,152.5
35481,Initial-review-and-planning,8.0,152.5
35481,Metadata-study-level,4.0,152.5
35519,Quality-checks,0.5,35.5
35519,Quality-checks,4.0,35.5
35519,Initial-review-and-planning,0.5,10.5
35519,Documentation,4.0,10.5
35519,Quality-checks,,10.5
35519,Quality-checks,2.0,35.5
35519,Transformation-of-data,6.5,35.5
35519,Quality-checks,3.5,10.5
35519,Quality-checks,4.0,35.5
35519,Initial-review-and-planning,1.0,35.5
35519,Initial-review-and-planning,1.5,35.5
35519,Initial-review-and-planning,2.5,35.5
35519,Quality-checks,0.5,10.5
35519,Initial-review-and-planning,1.0,35.5
35519,Non-curation,,10.5
35519,Quality-checks,2.5,35.5
35519,Quality-checks,1.0,35.5
35525,Quality-checks,8.0,421.5
35525,Non-curation,4.5,421.5
35525,Quality-checks,8.0,421.5
35525,Quality-checks,7.5,421.5
35525,Quality-checks,6.0,421.5
35525,Quality-checks,6.0,421.5
35525,Non-curation,5.5,421.5
